ZIP,Size of adjusted gross income,number of returns,single returns,joint returns,Adjusted gross income
47525,"$50,000 under $75,000",40,** ,50,2213
47525,"$75,000 under $100,000",20,** ,** ,2055
47525,"$100,000 under $200,000",20,0,20,3012
47525,"$200,000 or more",** ,** ,** ,** 
,,,,,
47527,,990,450,470,"49,809"
47527,"$1 under $25,000",330,250,50,3326
47527,"$25,000 under $50,000",260,140,80,9395
47527,"$50,000 under $75,000",170,60,120,10258
47527,"$75,000 under $100,000",120,** ,110,10340
47527,"$100,000 under $200,000",110,** ,110,16490
47527,"$200,000 or more",** ,** ,** ,** 
,,,,,
47528,,330,160,150,"15,703"
47528,"$1 under $25,000",130,100,** ,1465
47528,"$25,000 under $50,000",70,30,40,2575
47528,"$50,000 under $75,000",60,30,40,3648
47528,"$75,000 under $100,000",30,** ,30,2538
47528,"$100,000 under $200,000",40,** ,40,5477
47528,"$200,000 or more",** ,** ,** ,** 
,,,,,
47529,,440,190,200,"19,944"
47529,"$1 under $25,000",160,120,30,1961
47529,"$25,000 under $50,000",110,50,50,4047
47529,"$50,000 under $75,000",80,20,50,4798
47529,"$75,000 under $100,000",40,** ,30,3367
47529,"$100,000 under $200,000",50,** ,40,5771
47529,"$200,000 or more",** ,** ,** ,** 
,,,,,
47531,,470,210,220,"26,945"
47531,"$1 under $25,000",130,100,20,1603
47531,"$25,000 under $50,000",100,70,30,3743
47531,"$50,000 under $75,000",90,40,50,5279
47531,"$75,000 under $100,000",70,** ,50,5611
47531,"$100,000 under $200,000",80,** ,70,10709
47531,"$200,000 or more",** ,** ,** ,** 
,,,,,
47532,,"2,340","1,100","1,090","179,253"
47532,"$1 under $25,000",820,630,140,8509
47532,"$25,000 under $50,000",530,320,140,19635
47532,"$50,000 under $75,000",380,110,240,23546
47532,"$75,000 under $100,000",260,40,240,23020
47532,"$100,000 under $200,000",280,** ,270,36544
47532,"$200,000 or more",70,** ,60,67999
,,,,,
47537,,390,160,200,"18,917"
47537,"$1 under $25,000",140,90,30,1649
47537,"$25,000 under $50,000",100,50,40,3763
47537,"$50,000 under $75,000",60,20,40,3820
47537,"$75,000 under $100,000",50,** ,50,4300
47537,"$100,000 under $200,000",40,** ,40,5385
47537,"$200,000 or more",** ,** ,** ,** 
,,,,,
47541,,620,270,300,"36,590"
47541,"$1 under $25,000",200,150,40,2246
47541,"$25,000 under $50,000",150,80,40,5584
47541,"$50,000 under $75,000",100,40,70,6264
47541,"$75,000 under $100,000",80,** ,70,7188
47541,"$100,000 under $200,000",90,** ,80,15308
47541,"$200,000 or more",** ,** ,** ,** 
,,,,,
47542,,"4,850","2,220","1,990","264,639"
47542,"$1 under $25,000",1660,1240,210,18004
47542,"$25,000 under $50,000",1360,710,300,49151
47542,"$50,000 under $75,000",690,190,450,43362
47542,"$75,000 under $100,000",500,40,440,43125
47542,"$100,000 under $200,000",530,40,500,68795
47542,"$200,000 or more",110,** ,90,42202
,,,,,
47546,,"11,140","5,370","4,680","814,244"
47546,"$1 under $25,000",3650,2870,420,39107
47546,"$25,000 under $50,000",2850,1700,620,103877
47546,"$50,000 under $75,000",1590,500,960,98120
47546,"$75,000 under $100,000",1150,130,970,99153
47546,"$100,000 under $200,000",1430,120,1290,189155
47546,"$200,000 or more",470,50,420,284832
,,,,,
47550,,380,160,170,"21,635"
47550,"$1 under $25,000",130,100,** ,1231
47550,"$25,000 under $50,000",80,60,40,3015
47550,"$50,000 under $75,000",60,** ,40,3840
47550,"$75,000 under $100,000",50,** ,40,4227
47550,"$100,000 under $200,000",60,** ,50,9322
47550,"$200,000 or more",** ,** ,** ,** 
,,,,,
47551,,280,100,130,"16,107"
47551,"$1 under $25,000",80,60,30,781
47551,"$25,000 under $50,000",60,40,** ,2035
47551,"$50,000 under $75,000",50,** ,30,2962
47551,"$75,000 under $100,000",40,** ,30,3247
47551,"$100,000 under $200,000",50,** ,40,7082
47551,"$200,000 or more",** ,** ,** ,** 
,,,,,
47553,,"4,000","1,800","1,850","208,709"
47553,"$1 under $25,000",1320,960,210,14845
47553,"$25,000 under $50,000",1090,550,410,40468
47553,"$50,000 under $75,000",660,190,420,40685
47553,"$75,000 under $100,000",420,50,350,36244
47553,"$100,000 under $200,000",460,50,410,58963
47553,"$200,000 or more",50,** ,50,17504
,,,,,
47557,,640,280,290,"36,215"
47557,"$1 under $25,000",220,160,30,2438
47557,"$25,000 under $50,000",130,70,40,4852
47557,"$50,000 under $75,000",110,50,60,6933
47557,"$75,000 under $100,000",80,** ,60,6797
47557,"$100,000 under $200,000",100,** ,100,15195
47557,"$200,000 or more",** ,** ,** ,** 
,,,,,
47558,,"1,990",840,"1,080","107,364"
47558,"$1 under $25,000",630,490,110,7389
47558,"$25,000 under $50,000",580,260,300,21399
47558,"$50,000 under $75,000",340,50,270,20522
47558,"$75,000 under $100,000",210,40,180,18057
47558,"$100,000 under $200,000",190,** ,180,23622
47558,"$200,000 or more",40,** ,40,16375
,,,,,
47561,,650,280,320,"33,957"
47561,"$1 under $25,000",220,150,50,2615
47561,"$25,000 under $50,000",160,80,60,5920
47561,"$50,000 under $75,000",110,50,70,6587
47561,"$75,000 under $100,000",80,** ,70,6840
47561,"$100,000 under $200,000",80,** ,70,11995
47561,"$200,000 or more",** ,** ,** ,** 
,,,,,
47562,,"2,010",860,"1,030","135,656"
47562,"$1 under $25,000",640,490,110,7669
47562,"$25,000 under $50,000",540,250,250,19907
47562,"$50,000 under $75,000",370,90,260,22152
47562,"$75,000 under $100,000",190,30,160,16595
47562,"$100,000 under $200,000",230,** ,210,29233
47562,"$200,000 or more",40,** ,40,40100
,,,,,
47564,,630,260,320,"33,654"
47564,"$1 under $25,000",190,130,40,2366
47564,"$25,000 under $50,000",170,90,60,6390
47564,"$50,000 under $75,000",100,40,70,6159
47564,"$75,000 under $100,000",80,** ,70,6890
47564,"$100,000 under $200,000",90,** ,80,11849
47564,"$200,000 or more",** ,** ,** ,** 
,,,,,
47567,,"2,650","1,140","1,170","132,046"
47567,"$1 under $25,000",970,680,160,11133
47567,"$25,000 under $50,000",640,290,230,23232
47567,"$50,000 under $75,000",390,100,230,23639
47567,"$75,000 under $100,000",300,50,230,25943
47567,"$100,000 under $200,000",330,20,300,42244
47567,"$200,000 or more",20,** ,20,5855
,,,,,
47568,,370,150,170,"17,381"
47568,"$1 under $25,000",130,90,20,1586
47568,"$25,000 under $50,000",90,60,30,3276
47568,"$50,000 under $75,000",70,** ,50,4212
47568,"$75,000 under $100,000",40,** ,30,3079
47568,"$100,000 under $200,000",40,** ,40,5228
47568,"$200,000 or more",** ,** ,** ,** 
,,,,,
47575,,580,270,270,"30,438"
47575,"$1 under $25,000",170,130,30,1701
47575,"$25,000 under $50,000",150,110,30,5313
47575,"$50,000 under $75,000",100,30,70,5957
47575,"$75,000 under $100,000",80,** ,70,6830
47575,"$100,000 under $200,000",80,** ,70,10637
47575,"$200,000 or more",** ,** ,** ,** 
,,,,,
47576,,170,70,90,"8,104"
47576,"$1 under $25,000",60,40,30,703
47576,"$25,000 under $50,000",40,30,** ,1529
47576,"$50,000 under $75,000",30,** ,20,1918
47576,"$75,000 under $100,000",40,** ,40,3954
47576,"$100,000 under $200,000",** ,** ,** ,** 
47576,"$200,000 or more",0,0,0,0
,,,,,
47577,,490,260,210,"22,974"
47577,"$1 under $25,000",190,150,30,2066
47577,"$25,000 under $50,000",130,80,30,4728
47577,"$50,000 under $75,000",70,30,50,4485
47577,"$75,000 under $100,000",50,** ,50,4487
47577,"$100,000 under $200,000",50,** ,50,7208
47577,"$200,000 or more",** ,** ,** ,** 
,,,,,
47578,,340,140,170,"17,080"
47578,"$1 under $25,000",110,80,20,1264
47578,"$25,000 under $50,000",80,40,30,2769
47578,"$50,000 under $75,000",60,20,40,3767
47578,"$75,000 under $100,000",50,** ,50,4660
47578,"$100,000 under $200,000",40,** ,30,4620
47578,"$200,000 or more",** ,** ,** ,** 
,,,,,
47579,,"1,380",580,690,"147,850"
47579,"$1 under $25,000",420,350,50,3798
47579,"$25,000 under $50,000",240,120,70,8817
47579,"$50,000 under $75,000",190,60,110,11686
47579,"$75,000 under $100,000",190,20,160,16359
47579,"$100,000 under $200,000",290,30,260,37328
47579,"$200,000 or more",50,** ,40,69862
,,,,,
47580,,140,60,80,"8,503"
47580,"$1 under $25,000",40,30,** ,501
47580,"$25,000 under $50,000",40,30,40,1493
47580,"$50,000 under $75,000",20,** ,** ,1505
47580,"$75,000 under $100,000",40,** ,40,5004
47580,"$100,000 under $200,000",** ,** ,** ,** 
47580,"$200,000 or more",** ,** ,** ,** 
,,,,,
47581,,"1,580",710,680,"71,733"
47581,"$1 under $25,000",600,410,110,6996
47581,"$25,000 under $50,000",430,200,160,15477
47581,"$50,000 under $75,000",250,70,150,15408
47581,"$75,000 under $100,000",150,30,130,13423
47581,"$100,000 under $200,000",150,** ,130,20429
47581,"$200,000 or more",** ,** ,** ,** 
,,,,,
47585,,220,90,110,"10,880"
47585,"$1 under $25,000",60,40,30,674
47585,"$25,000 under $50,000",50,50,** ,1711
47585,"$50,000 under $75,000",50,** ,50,2820
47585,"$75,000 under $100,000",30,** ,** ,2283
47585,"$100,000 under $200,000",30,0,30,3392
47585,"$200,000 or more",** ,** ,** ,** 
,,,,,
47586,,"5,330","2,530","2,140","256,395"
47586,"$1 under $25,000",2060,1450,320,23865
47586,"$25,000 under $50,000",1360,720,390,49097
47586,"$50,000 under $75,000",830,250,490,51425
47586,"$75,000 under $100,000",540,70,440,46739
47586,"$100,000 under $200,000",480,40,440,60997
47586,"$200,000 or more",60,** ,60,24272
,,,,,
47588,,310,160,120,"13,596"
47588,"$1 under $25,000",110,80,** ,1241
47588,"$25,000 under $50,000",80,50,40,2924
47588,"$50,000 under $75,000",60,30,30,3587
47588,"$75,000 under $100,000",30,** ,20,2283
47588,"$100,000 under $200,000",30,** ,30,3561
47588,"$200,000 or more",** ,** ,** ,** 
,,,,,
47590,,340,150,160,"19,946"
47590,"$1 under $25,000",110,80,20,1274
47590,"$25,000 under $50,000",80,40,30,2734
47590,"$50,000 under $75,000",50,30,30,3362
47590,"$75,000 under $100,000",40,** ,30,3563
47590,"$100,000 under $200,000",60,** ,50,9013
47590,"$200,000 or more",** ,** ,** ,** 
,,,,,
47591,,"11,210","5,470","4,210","586,693"
47591,"$1 under $25,000",4630,3280,600,52911
47591,"$25,000 under $50,000",2710,1420,740,98531
47591,"$50,000 under $75,000",1460,480,830,90563
47591,"$75,000 under $100,000",1000,150,810,86134
47591,"$100,000 under $200,000",1140,120,990,149005
47591,"$200,000 or more",270,20,240,109549
,,,,,
47597,,470,200,210,"26,504"
47597,"$1 under $25,000",150,90,30,1830
47597,"$25,000 under $50,000",120,70,30,4404
47597,"$50,000 under $75,000",80,40,50,5238
47597,"$75,000 under $100,000",50,** ,40,4000
47597,"$100,000 under $200,000",70,** ,60,11032
47597,"$200,000 or more",** ,** ,** ,** 
,,,,,
47598,,"1,520",640,690,"72,969"
47598,"$1 under $25,000",540,350,110,6250
47598,"$25,000 under $50,000",400,180,150,14676
47598,"$50,000 under $75,000",230,70,140,14069
47598,"$75,000 under $100,000",170,40,130,14623
47598,"$100,000 under $200,000",180,** ,160,23351
47598,"$200,000 or more",** ,** ,** ,** 
,,,,,
47601,,"6,520","2,790","3,020","372,501"
47601,"$1 under $25,000",2310,1650,410,27092
47601,"$25,000 under $50,000",1550,750,490,56255
47601,"$50,000 under $75,000",970,260,610,59759
47601,"$75,000 under $100,000",710,80,600,61304
47601,"$100,000 under $200,000",840,50,780,109937
47601,"$200,000 or more",140,** ,130,58154
,,,,,
47610,,"2,600","1,140","1,130","135,687"
47610,"$1 under $25,000",980,680,150,11629
47610,"$25,000 under $50,000",690,320,230,25132
47610,"$50,000 under $75,000",400,110,250,24579
47610,"$75,000 under $100,000",250,30,230,21519
47610,"$100,000 under $200,000",230,** ,220,30254
47610,"$200,000 or more",50,** ,50,22574
,,,,,
47611,,540,230,260,"26,657"
47611,"$1 under $25,000",200,130,40,2389
47611,"$25,000 under $50,000",130,60,50,4896
47611,"$50,000 under $75,000",80,40,50,5138
47611,"$75,000 under $100,000",60,** ,50,5351
47611,"$100,000 under $200,000",70,** ,70,8883
47611,"$200,000 or more",** ,** ,** ,** 
,,,,,
47612,,420,190,190,"22,992"
47612,"$1 under $25,000",150,110,20,1852
47612,"$25,000 under $50,000",100,50,30,3719
47612,"$50,000 under $75,000",70,30,50,4275
47612,"$75,000 under $100,000",40,** ,30,3548
47612,"$100,000 under $200,000",60,** ,60,9598
47612,"$200,000 or more",** ,** ,** ,** 
,,,,,
47613,,"1,260",480,650,"82,522"
47613,"$1 under $25,000",370,270,60,4133
47613,"$25,000 under $50,000",260,130,90,9489
47613,"$50,000 under $75,000",170,50,100,10466
47613,"$75,000 under $100,000",190,30,160,16543
47613,"$100,000 under $200,000",230,** ,210,29107
47613,"$200,000 or more",40,** ,30,12784
,,,,,
47615,,740,330,310,"34,373"
47615,"$1 under $25,000",280,200,40,3351
47615,"$25,000 under $50,000",200,90,70,7149
47615,"$50,000 under $75,000",110,40,70,6620
47615,"$75,000 under $100,000",90,** ,70,7684
47615,"$100,000 under $200,000",60,** ,60,9569
47615,"$200,000 or more",** ,** ,** ,** 
,,,,,
47616,,120,50,60,"5,808"
47616,"$1 under $25,000",40,50,** ,424
47616,"$25,000 under $50,000",50,** ,30,2186
47616,"$50,000 under $75,000",** ,** ,** ,** 
47616,"$75,000 under $100,000",30,** ,30,3198
47616,"$100,000 under $200,000",** ,** ,** ,** 
47616,"$200,000 or more",** ,** ,** ,** 
,,,,,
47619,,780,310,390,"45,856"
47619,"$1 under $25,000",250,170,50,2943
47619,"$25,000 under $50,000",190,90,70,7072
47619,"$50,000 under $75,000",130,50,80,8348
47619,"$75,000 under $100,000",80,** ,70,7223
47619,"$100,000 under $200,000",130,** ,120,20270
47619,"$200,000 or more",** ,** ,** ,** 
,,,,,
47620,,"6,160","2,710","2,780","392,385"
47620,"$1 under $25,000",2020,1480,270,22936
47620,"$25,000 under $50,000",1310,710,390,48200
47620,"$50,000 under $75,000",920,320,500,56543
47620,"$75,000 under $100,000",680,120,510,59279
47620,"$100,000 under $200,000",1040,80,940,136987
47620,"$200,000 or more",190,** ,170,68440
,,,,,
47630,,"17,570","7,200","8,620","1,630,416"
47630,"$1 under $25,000",5200,4070,620,55959
47630,"$25,000 under $50,000",3250,1710,890,118445
47630,"$50,000 under $75,000",2450,790,1340,152064
47630,"$75,000 under $100,000",2080,310,1630,180082
47630,"$100,000 under $200,000",3250,240,2910,435918
47630,"$200,000 or more",1340,80,1230,687948
,,,,,
47631,,930,400,450,"59,838"
47631,"$1 under $25,000",300,210,60,3612
47631,"$25,000 under $50,000",210,110,70,7856
47631,"$50,000 under $75,000",150,50,80,9369
47631,"$75,000 under $100,000",100,30,80,8647
47631,"$100,000 under $200,000",140,** ,130,18753
47631,"$200,000 or more",30,** ,30,11601
,,,,,
47633,,"1,230",540,600,"80,169"
47633,"$1 under $25,000",400,300,60,4634
47633,"$25,000 under $50,000",280,140,100,10337
47633,"$50,000 under $75,000",200,60,130,12452
47633,"$75,000 under $100,000",150,40,130,13436
47633,"$100,000 under $200,000",170,** ,150,21156
47633,"$200,000 or more",30,** ,30,18154
,,,,,
47634,,"1,000",450,470,"54,115"
47634,"$1 under $25,000",340,250,60,4216
47634,"$25,000 under $50,000",250,130,80,9286
47634,"$50,000 under $75,000",180,50,120,11225
47634,"$75,000 under $100,000",100,20,90,8946
47634,"$100,000 under $200,000",130,** ,120,20442
47634,"$200,000 or more",** ,** ,** ,** 
,,,,,
47635,,"2,490","1,070","1,120","131,508"
47635,"$1 under $25,000",920,630,160,10208
47635,"$25,000 under $50,000",580,290,170,21004
47635,"$50,000 under $75,000",370,100,230,22767
47635,"$75,000 under $100,000",250,50,210,21786
47635,"$100,000 under $200,000",340,** ,320,43933
47635,"$200,000 or more",30,** ,30,11810
,,,,,
47637,,700,280,330,"33,226"
47637,"$1 under $25,000",280,190,50,2915
47637,"$25,000 under $50,000",140,60,50,4926
47637,"$50,000 under $75,000",100,30,70,6527
47637,"$75,000 under $100,000",90,** ,80,7768
47637,"$100,000 under $200,000",90,** ,80,11090
47637,"$200,000 or more",** ,** ,** ,** 
,,,,,
47638,,"1,680",640,930,"113,801"
47638,"$1 under $25,000",460,350,70,5235
47638,"$25,000 under $50,000",320,170,110,11984
47638,"$50,000 under $75,000",270,80,170,16977
47638,"$75,000 under $100,000",250,40,210,21731
47638,"$100,000 under $200,000",330,** ,320,43153
47638,"$200,000 or more",50,** ,50,14721
,,,,,
47639,,"2,290",980,"1,180","172,749"
47639,"$1 under $25,000",680,560,90,6768
47639,"$25,000 under $50,000",360,200,100,13384
47639,"$50,000 under $75,000",330,130,170,20711
47639,"$75,000 under $100,000",300,50,250,26346
47639,"$100,000 under $200,000",510,40,470,67999
47639,"$200,000 or more",110,** ,100,37541
,,,,,
47640,,450,190,230,"22,792"
47640,"$1 under $25,000",170,110,40,1974
47640,"$25,000 under $50,000",100,50,50,3879
47640,"$50,000 under $75,000",70,30,40,4011
47640,"$75,000 under $100,000",40,** ,40,3768
47640,"$100,000 under $200,000",70,** ,60,9160
47640,"$200,000 or more",** ,** ,** ,** 
,,,,,
47648,,"2,130",960,960,"121,752"
47648,"$1 under $25,000",660,490,100,6912
47648,"$25,000 under $50,000",480,260,130,18142
47648,"$50,000 under $75,000",360,120,210,22686
47648,"$75,000 under $100,000",290,50,230,25105
47648,"$100,000 under $200,000",310,40,270,39601
47648,"$200,000 or more",30,** ,20,9306
,,,,,
47649,,650,270,310,"34,890"
47649,"$1 under $25,000",220,140,50,2634
47649,"$25,000 under $50,000",160,90,50,6065
47649,"$50,000 under $75,000",100,40,60,5912
47649,"$75,000 under $100,000",70,** ,60,6353
47649,"$100,000 under $200,000",100,** ,90,13926
47649,"$200,000 or more",** ,** ,** ,** 
,,,,,
47660,,"2,160",950,940,"103,175"
47660,"$1 under $25,000",820,540,150,8989
47660,"$25,000 under $50,000",530,250,200,19779
47660,"$50,000 under $75,000",370,110,210,22528
47660,"$75,000 under $100,000",230,50,190,20259
47660,"$100,000 under $200,000",190,** ,170,24741
47660,"$200,000 or more",20,** ,20,6879
,,,,,
47665,,"1,710",730,830,"99,342"
47665,"$1 under $25,000",580,420,100,6656
47665,"$25,000 under $50,000",360,190,110,13522
47665,"$50,000 under $75,000",280,80,170,17473
47665,"$75,000 under $100,000",230,40,200,19843
47665,"$100,000 under $200,000",230,** ,220,30049
47665,"$200,000 or more",30,** ,30,11799
,,,,,
47666,,730,330,290,"32,848"
47666,"$1 under $25,000",300,210,50,3374
47666,"$25,000 under $50,000",170,80,50,6085
47666,"$50,000 under $75,000",110,40,60,6404
47666,"$75,000 under $100,000",80,** ,60,6547
47666,"$100,000 under $200,000",70,** ,70,10438
47666,"$200,000 or more",** ,** ,** ,** 
,,,,,
47670,,"5,830","2,770","2,260","283,051"
47670,"$1 under $25,000",2340,1630,340,27106
47670,"$25,000 under $50,000",1410,730,410,51437
47670,"$50,000 under $75,000",870,270,490,53546
47670,"$75,000 under $100,000",560,90,430,48489
47670,"$100,000 under $200,000",570,50,520,74047
47670,"$200,000 or more",80,** ,70,28426
,,,,,
47708,,310,210,70,"32,214"
47708,"$1 under $25,000",90,80,** ,1052
47708,"$25,000 under $50,000",80,60,** ,3089
47708,"$50,000 under $75,000",40,40,40,2183
47708,"$75,000 under $100,000",30,** ,** ,2717
47708,"$100,000 under $200,000",30,30,30,3528
47708,"$200,000 or more",40,** ,** ,19645
,,,,,
47710,,"8,130","4,290","2,370","338,514"
47710,"$1 under $25,000",3750,2580,410,45733
47710,"$25,000 under $50,000",2250,1200,510,79830
47710,"$50,000 under $75,000",1000,360,520,60820
47710,"$75,000 under $100,000",570,90,450,49300
47710,"$100,000 under $200,000",460,60,390,59093
47710,"$200,000 or more",100,** ,90,43738
,,,,,
47711,,"15,220","7,450","5,610","774,517"
47711,"$1 under $25,000",5860,4220,700,70696
47711,"$25,000 under $50,000",3790,2030,950,137178
47711,"$50,000 under $75,000",2230,780,1180,137476
47711,"$75,000 under $100,000",1480,230,1170,127831
47711,"$100,000 under $200,000",1570,150,1380,203692
47711,"$200,000 or more",290,40,230,97644
,,,,,
47712,,"11,120","5,690","4,220","622,950"
47712,"$1 under $25,000",4080,3170,430,48797
47712,"$25,000 under $50,000",2690,1600,630,98233
47712,"$50,000 under $75,000",1650,610,850,101224
47712,"$75,000 under $100,000",1100,190,860,95132
47712,"$100,000 under $200,000",1370,120,1240,177896
47712,"$200,000 or more",230,** ,210,101668
,,,,,
47713,,"4,210","2,450",680,"129,309"
47713,"$1 under $25,000",2470,1630,160,30909
47713,"$25,000 under $50,000",1110,600,200,38883
47713,"$50,000 under $75,000",330,150,120,19997
47713,"$75,000 under $100,000",140,40,80,11486
47713,"$100,000 under $200,000",120,30,90,15830
47713,"$200,000 or more",40,** ,30,12204
,,,,,
47714,,"15,230","8,160","4,080","660,207"
47714,"$1 under $25,000",6990,4690,760,86913
47714,"$25,000 under $50,000",4370,2430,880,156694
47714,"$50,000 under $75,000",1940,720,950,117647
47714,"$75,000 under $100,000",980,180,720,83460
47714,"$100,000 under $200,000",740,110,600,94808
47714,"$200,000 or more",210,30,170,120685
,,,,,
47715,,"14,350","7,970","4,520","824,689"
47715,"$1 under $25,000",5500,4140,570,67708
47715,"$25,000 under $50,000",3840,2360,790,139426
47715,"$50,000 under $75,000",2070,920,890,127192
47715,"$75,000 under $100,000",1210,300,840,104297
47715,"$100,000 under $200,000",1310,190,1080,172445
47715,"$200,000 or more",420,60,350,213621
,,,,,
47720,,"8,330","3,820","3,710","594,879"
47720,"$1 under $25,000",2870,2200,360,32658
47720,"$25,000 under $50,000",1720,980,470,63564
47720,"$50,000 under $75,000",1190,400,660,73966
47720,"$75,000 under $100,000",990,150,780,85918
47720,"$100,000 under $200,000",1230,90,1130,159514
47720,"$200,000 or more",330,** ,310,179259
,,,,,
47725,,"8,910","3,380","4,810","874,090"
47725,"$1 under $25,000",2140,1740,250,22107
47725,"$25,000 under $50,000",1400,770,410,52500
47725,"$50,000 under $75,000",1370,490,710,85696
47725,"$75,000 under $100,000",1320,210,1010,115200
47725,"$100,000 under $200,000",1980,130,1790,265282
47725,"$200,000 or more",700,40,640,333305
,,,,,
47802,,"14,710","7,190","5,340","819,990"
47802,"$1 under $25,000",6130,4410,710,72373
47802,"$25,000 under $50,000",3460,1760,930,123615
47802,"$50,000 under $75,000",1880,640,980,115973
47802,"$75,000 under $100,000",1210,200,930,104480
47802,"$100,000 under $200,000",1530,140,1340,201744
47802,"$200,000 or more",500,40,450,201805
,,,,,
47803,,"9,860","4,960","3,590","567,956"
47803,"$1 under $25,000",3600,2680,390,42157
47803,"$25,000 under $50,000",2350,1290,570,85370
47803,"$50,000 under $75,000",1500,570,730,92573
47803,"$75,000 under $100,000",960,230,670,82575
47803,"$100,000 under $200,000",1160,150,980,154360
47803,"$200,000 or more",290,40,250,110921
,,,,,
47804,,"4,500","2,330","1,250","154,264"
47804,"$1 under $25,000",2320,1540,290,27609
47804,"$25,000 under $50,000",1250,570,340,44663
47804,"$50,000 under $75,000",480,150,260,29513
47804,"$75,000 under $100,000",240,40,190,20761
47804,"$100,000 under $200,000",190,30,150,23964
47804,"$200,000 or more",20,** ,20,7754
,,,,,
47805,,"6,230","2,770","2,670","334,616"
47805,"$1 under $25,000",2270,1620,340,26684
47805,"$25,000 under $50,000",1470,730,430,53335
47805,"$50,000 under $75,000",990,290,580,61386
47805,"$75,000 under $100,000",670,90,550,58220
47805,"$100,000 under $200,000",730,40,670,93135
47805,"$200,000 or more",100,** ,100,41856
,,,,,
47807,,"4,000","2,350",730,"105,876"
47807,"$1 under $25,000",2740,1850,240,31926
47807,"$25,000 under $50,000",870,400,240,30315
47807,"$50,000 under $75,000",220,70,120,13547
47807,"$75,000 under $100,000",90,30,60,7914
47807,"$100,000 under $200,000",80,** ,70,22174
47807,"$200,000 or more",** ,** ,** ,** 
,,,,,
47832,,450,180,210,"21,700"
47832,"$1 under $25,000",150,100,20,1673
47832,"$25,000 under $50,000",120,50,50,4313
47832,"$50,000 under $75,000",90,30,60,5299
47832,"$75,000 under $100,000",40,** ,40,3319
47832,"$100,000 under $200,000",50,** ,40,7096
47832,"$200,000 or more",** ,** ,** ,** 
,,,,,
47833,,500,220,230,"21,499"
47833,"$1 under $25,000",210,140,50,2484
47833,"$25,000 under $50,000",110,50,50,4079
47833,"$50,000 under $75,000",90,30,60,5731
47833,"$75,000 under $100,000",40,** ,30,3349
47833,"$100,000 under $200,000",50,** ,40,5856
47833,"$200,000 or more",** ,** ,** ,** 
,,,,,
47834,,"8,650","3,800","3,690","419,512"
47834,"$1 under $25,000",3300,2240,550,38598
47834,"$25,000 under $50,000",2240,1040,740,81661
47834,"$50,000 under $75,000",1380,370,870,84771
47834,"$75,000 under $100,000",830,90,710,71366
47834,"$100,000 under $200,000",780,60,710,101044
47834,"$200,000 or more",120,** ,110,42072
,,,,,
47837,,510,200,240,"23,052"
47837,"$1 under $25,000",190,110,40,2354
47837,"$25,000 under $50,000",130,60,50,4601
47837,"$50,000 under $75,000",90,30,60,5809
47837,"$75,000 under $100,000",50,** ,40,4231
47837,"$100,000 under $200,000",50,** ,50,6057
47837,"$200,000 or more",** ,** ,** ,** 
,,,,,
47838,,970,460,390,"43,248"
47838,"$1 under $25,000",440,320,60,5536
47838,"$25,000 under $50,000",220,90,90,7881
47838,"$50,000 under $75,000",110,30,70,6692
47838,"$75,000 under $100,000",90,20,70,7768
47838,"$100,000 under $200,000",110,** ,100,15371
47838,"$200,000 or more",** ,** ,** ,** 
,,,,,
47840,,700,290,350,"39,683"
47840,"$1 under $25,000",210,150,40,2531
47840,"$25,000 under $50,000",180,90,60,6572
47840,"$50,000 under $75,000",120,50,80,7134
47840,"$75,000 under $100,000",80,** ,70,6840
47840,"$100,000 under $200,000",110,** ,100,16606
47840,"$200,000 or more",** ,** ,** ,** 
,,,,,
47841,,950,380,470,"44,020"
47841,"$1 under $25,000",370,240,90,4053
47841,"$25,000 under $50,000",250,100,110,9027
47841,"$50,000 under $75,000",130,40,90,7903
47841,"$75,000 under $100,000",90,** ,70,7436
47841,"$100,000 under $200,000",110,** ,110,15601
47841,"$200,000 or more",** ,** ,** ,** 
,,,,,
47842,,"4,340","1,990","1,750","207,587"
47842,"$1 under $25,000",1680,1150,260,19854
47842,"$25,000 under $50,000",1150,550,370,41224
47842,"$50,000 under $75,000",650,190,400,39899
47842,"$75,000 under $100,000",420,60,330,35984
47842,"$100,000 under $200,000",380,40,340,48723
47842,"$200,000 or more",60,** ,50,21903
,,,,,
47846,,330,130,170,"16,864"
47846,"$1 under $25,000",110,80,30,1259
47846,"$25,000 under $50,000",70,30,20,2375
47846,"$50,000 under $75,000",60,20,40,3380
47846,"$75,000 under $100,000",40,** ,30,3039
47846,"$100,000 under $200,000",50,** ,50,6811
47846,"$200,000 or more",** ,** ,** ,** 
,,,,,
47847,,480,170,250,"23,430"
47847,"$1 under $25,000",170,100,40,2068
47847,"$25,000 under $50,000",130,40,60,4503
47847,"$50,000 under $75,000",70,30,50,3983
47847,"$75,000 under $100,000",60,** ,50,5183
47847,"$100,000 under $200,000",50,** ,50,7693
47847,"$200,000 or more",** ,** ,** ,** 
,,,,,
47848,,730,310,330,"33,792"
47848,"$1 under $25,000",290,200,50,3484
47848,"$25,000 under $50,000",190,70,90,7002
47848,"$50,000 under $75,000",90,40,60,5463
47848,"$75,000 under $100,000",80,** ,60,6554
47848,"$100,000 under $200,000",80,** ,70,11289
47848,"$200,000 or more",** ,** ,** ,** 
,,,,,
47849,,210,80,110,"11,413"
47849,"$1 under $25,000",60,40,** ,742
