ZIP,Adjust Gross Income,Number of returns,Amount
47380,** ,** ,** 
,,,
47383,"72,957","1,330","73,786"
47383,5505,470,5581
47383,10836,290,10939
47383,11690,190,11778
47383,15293,180,15487
47383,21705,170,22073
47383,7928,30,7928
,,,
47384,"51,103","1,010","51,609"
47384,4083,330,4125
47384,10594,290,10717
47384,9586,160,9673
47384,9747,110,9854
47384,17093,120,17240
47384,** ,** ,** 
,,,
47385,"37,993",770,"38,309"
47385,3285,270,3299
47385,7198,190,7266
47385,8661,140,8744
47385,6752,80,6752
47385,12097,90,12248
47385,** ,** ,** 
,,,
47386,"32,397",590,"32,601"
47386,2418,210,2441
47386,5512,150,5555
47386,5441,90,5524
47386,4905,60,4905
47386,14121,80,14176
47386,** ,** ,** 
,,,
47387,"15,182",320,"15,308"
47387,1481,120,1481
47387,2935,80,2997
47387,3459,60,3459
47387,2695,30,2759
47387,4612,30,4612
47387,** ,** ,** 
,,,
47390,"89,048","2,230","90,492"
47390,11634,990,11765
47390,22766,640,22943
47390,17100,280,17300
47390,15559,180,15844
47390,15743,120,16394
47390,6246,20,6246
,,,
47393,"32,274",660,"32,970"
47393,2862,250,2926
47393,5455,150,5564
47393,6677,110,6837
47393,6383,80,6419
47393,10897,70,11224
47393,** ,** ,** 
,,,
47394,"165,461","3,700","167,796"
47394,18422,1560,18593
47394,34255,940,34576
47394,32915,540,33237
47394,28696,330,28985
47394,35568,280,36285
47394,15605,50,16120
,,,
47396,"266,084","3,510","269,778"
47396,13948,1200,14118
47396,26963,730,27172
47396,31341,510,31666
47396,29907,350,30282
47396,70697,520,71683
47396,93228,200,94857
,,,
47401,"1,487,385","17,790","1,509,342"
47401,71444,6240,73175
47401,124325,3440,126415
47401,123880,2010,125705
47401,137729,1580,139746
47401,422959,3060,427655
47401,607048,1460,616646
,,,
47403,"759,313","15,490","769,228"
47403,73669,6010,75050
47403,148835,4130,150681
47403,136730,2230,138479
47403,115586,1340,116672
47403,201866,1550,203530
47403,82627,230,84816
,,,
47404,"496,495","9,590","503,438"
47404,47107,3980,48001
47404,81691,2280,82803
47404,73251,1190,74216
47404,75127,860,76028
47404,143652,1090,145115
47404,75667,190,77275
,,,
47406,"1,568",200,"1,568"
47406,1568,200,1568
47406,** ,** ,** 
47406,** ,** ,** 
47406,** ,** ,** 
47406,0,0,0
47406,0,0,0
,,,
47408,"503,865","7,720","510,726"
47408,39234,3400,40146
47408,55134,1530,56066
47408,52688,850,53384
47408,52791,610,53549
47408,131514,960,132710
47408,172504,370,174871
,,,
47421,"643,488","12,860","650,866"
47421,58963,4960,59606
47421,117487,3240,118419
47421,121113,1970,122135
47421,105946,1230,106864
47421,162372,1250,163639
47421,77607,210,80203
,,,
47424,"221,249","4,130","223,323"
47424,16141,1420,16464
47424,34708,950,34978
47424,41136,670,41483
47424,42654,490,42962
47424,68073,530,68670
47424,18537,70,18766
,,,
47427,"17,911",430,"18,109"
47427,2098,180,2130
47427,4487,120,4550
47427,4099,70,4202
47427,2584,30,2584
47427,4643,30,4643
47427,** ,** ,** 
,,,
47429,"195,094","3,700","197,087"
47429,14246,1200,14440
47429,35773,970,36247
47429,39164,640,39503
47429,34188,400,34477
47429,55133,430,55564
47429,16590,60,16856
,,,
47431,"27,183",600,"27,412"
47431,2885,250,2922
47431,5264,140,5311
47431,5843,100,5910
47431,4713,60,4713
47431,8478,50,8556
47431,** ,** ,** 
,,,
47432,"92,458","2,170","93,411"
47432,10803,920,10881
47432,21571,600,21728
47432,19011,310,19189
47432,16413,190,16615
47432,16590,130,16928
47432,8070,20,8070
,,,
47433,"89,001","1,810","89,954"
47433,8259,680,8370
47433,16743,460,16847
47433,16703,270,16903
47433,17106,200,17283
47433,23713,180,24074
47433,6477,20,6477
,,,
47436,"37,399",720,"37,959"
47436,2826,250,2860
47436,6884,190,6937
47436,6981,120,7198
47436,5750,70,5750
47436,14958,90,15214
47436,** ,** ,** 
,,,
47438,"80,022","1,800","80,708"
47438,8821,760,8908
47438,15442,420,15575
47438,17410,280,17545
47438,15755,180,15822
47438,22594,160,22858
47438,** ,** ,** 
,,,
47441,"189,487","4,040","191,262"
47441,19484,1650,19670
47441,34726,960,35020
47441,36280,590,36616
47441,33872,390,34151
47441,51723,410,52133
47441,13402,40,13672
,,,
47443,"21,487",490,"21,776"
47443,2414,210,2478
47443,4694,130,4748
47443,3756,60,3818
47443,4110,50,4110
47443,6513,40,6622
47443,** ,** ,** 
,,,
47446,"191,703","4,310","193,351"
47446,21117,1780,21271
47446,40965,1120,41332
47446,37638,610,37841
47446,34401,400,34630
47446,45493,360,46188
47446,12089,40,12089
,,,
47448,"229,895","3,920","233,450"
47448,17212,1510,17518
47448,29900,820,30363
47448,35609,580,36119
47448,33012,380,33486
47448,68377,520,69448
47448,45785,110,46516
,,,
47449,"12,971",230,"13,009"
47449,856,70,877
47449,2271,60,2271
47449,2751,50,2768
47449,2740,30,2740
47449,4353,20,4353
47449,** ,** ,** 
,,,
47451,"27,284",620,"27,418"
47451,3060,250,3087
47451,6019,170,6041
47451,5537,90,5572
47451,4846,60,4896
47451,7822,50,7822
47451,** ,** ,** 
,,,
47452,"94,411","2,120","95,813"
47452,10442,880,10621
47452,18996,530,19195
47452,19560,320,19795
47452,17603,200,17770
47452,27810,190,28432
47452,** ,** ,** 
,,,
47453,"8,429",170,"8,454"
47453,739,60,764
47453,1432,40,1432
47453,3453,50,3453
47453,** ,** ,** 
47453,2805,20,2805
47453,** ,** ,** 
,,,
47454,"140,533","3,280","141,980"
47454,16878,1430,17080
47454,31077,870,31283
47454,27274,440,27579
47454,23434,270,23656
47454,29049,230,29561
47454,12821,40,12821
,,,
47456,"28,746",570,"28,944"
47456,2273,200,2296
47456,5115,140,5163
47456,5848,100,5883
47456,5310,60,5310
47456,10200,70,10292
47456,** ,** ,** 
,,,
47459,"81,974","1,610","82,765"
47459,6427,560,6501
47459,15335,420,15507
47459,14907,240,15065
47459,16483,190,16634
47459,28822,200,29058
47459,** ,** ,** 
,,,
47460,"266,780","5,350","269,523"
47460,24009,2020,24297
47460,50297,1380,50880
47460,52911,860,53419
47460,46140,530,46457
47460,62908,490,63530
47460,30515,70,30940
,,,
47462,"118,600","2,180","119,440"
47462,8064,730,8153
47462,19648,540,19789
47462,22583,360,22749
47462,21149,240,21281
47462,36870,280,37182
47462,10286,30,10286
,,,
47465,"15,753",330,"15,959"
47465,1733,140,1733
47465,2681,70,2755
47465,3036,50,3036
47465,2159,30,2291
47465,6144,40,6144
47465,** ,** ,** 
,,,
47468,"42,677",680,"43,360"
47468,2521,220,2556
47468,5898,160,5968
47468,6506,110,6572
47468,5592,70,5682
47468,10993,80,11415
47468,11167,40,11167
,,,
47469,"40,355",840,"40,751"
47469,4150,330,4198
47469,9608,260,9656
47469,6589,110,6693
47469,4658,60,4658
47469,15350,80,15546
47469,** ,** ,** 
,,,
47470,"32,632",690,"32,921"
47470,3094,260,3152
47470,6436,180,6488
47470,6155,100,6221
47470,6573,80,6608
47470,10374,70,10452
47470,** ,** ,** 
,,,
47471,"56,872","1,180","57,574"
47471,5305,460,5375
47471,11176,300,11288
47471,10796,170,10925
47471,9940,120,10022
47471,19655,130,19964
47471,** ,** ,** 
,,,
47501,"396,110","8,170","401,019"
47501,40655,3480,41077
47501,73838,2060,74372
47501,63443,1020,64101
47501,60922,700,61525
47501,101512,780,102651
47501,55740,130,57293
,,,
47512,"64,348","1,520","64,912"
47512,8054,690,8105
47512,13560,370,13626
47512,13627,220,13766
47512,10715,120,10831
47512,18392,120,18584
47512,** ,** ,** 
,,,
47513,"45,910",980,"46,448"
47513,3634,340,3683
47513,10120,280,10179
47513,10920,180,11051
47513,7727,90,7809
47513,13509,90,13726
47513,** ,** ,** 
,,,
47514,"7,460",160,"7,491"
47514,516,50,516
47514,1390,40,1421
47514,1598,30,1598
47514,3956,40,3956
47514,** ,** ,** 
47514,0,0,0
,,,
47515,"18,391",380,"18,510"
47515,1307,120,1307
47515,3845,110,3917
47515,3945,60,3945
47515,4183,50,4230
47515,5111,40,5111
47515,** ,** ,** 
,,,
47516,"38,568",640,"38,988"
47516,2563,230,2590
47516,4730,130,4766
47516,6250,100,6296
47516,7232,80,7342
47516,17793,100,17994
47516,** ,** ,** 
,,,
47519,"14,122",260,"14,391"
47519,949,80,993
47519,2183,60,2183
47519,2552,40,2622
47519,3043,40,3198
47519,5395,40,5395
47519,** ,** ,** 
,,,
47520,"62,208","1,360","62,577"
47520,6333,560,6369
47520,11725,320,11812
47520,13721,220,13777
47520,11589,130,11615
47520,18840,130,19004
47520,** ,** ,** 
,,,
47521,"28,405",500,"28,842"
47521,1668,160,1699
47521,4499,120,4553
47521,4608,80,4671
47521,6231,70,6301
47521,11399,70,11618
47521,** ,** ,** 
,,,
47522,"6,117",120,"6,117"
47522,542,40,542
47522,1020,30,1020
47522,1311,20,1311
47522,3244,30,3244
47522,** ,** ,** 
47522,** ,** ,** 
,,,
47523,"75,440","1,590","76,453"
47523,6315,580,6449
47523,16623,450,16831
47523,13636,220,13786
47523,15506,180,15600
47523,23360,160,23787
47523,** ,** ,** 
,,,
47524,"10,632",210,"10,837"
47524,851,70,851
47524,2344,60,2344
47524,4087,60,4292
47524,** ,** ,** 
47524,3350,20,3350
47524,** ,** ,** 
,,,
47525,"9,133",160,"9,190"
47525,354,40,354
47525,1499,40,1499
47525,2213,40,2270
47525,2055,20,2055
47525,3012,20,3012
47525,** ,** ,** 
,,,
47527,"49,809",990,"50,668"
47527,3326,330,3408
47527,9395,260,9519
47527,10258,170,10364
47527,10340,120,10537
47527,16490,110,16840
47527,** ,** ,** 
,,,
47528,"15,703",330,"15,918"
47528,1465,130,1465
47528,2575,70,2619
47528,3648,60,3648
47528,2538,30,2709
47528,5477,40,5477
47528,** ,** ,** 
,,,
47529,"19,944",440,"20,219"
47529,1961,160,2000
47529,4047,110,4113
47529,4798,80,4874
47529,3367,40,3461
47529,5771,50,5771
47529,** ,** ,** 
,,,
47531,"26,945",470,"27,120"
47531,1603,130,1603
47531,3743,100,3804
47531,5279,90,5317
47531,5611,70,5611
47531,10709,80,10785
47531,** ,** ,** 
,,,
47532,"179,253","2,340","185,233"
47532,8509,820,8757
47532,19635,530,20136
47532,23546,380,23906
47532,23020,260,23324
47532,36544,280,37125
47532,67999,70,71985
,,,
47537,"18,917",390,"19,058"
47537,1649,140,1690
47537,3763,100,3819
47537,3820,60,3820
47537,4300,50,4344
47537,5385,40,5385
47537,** ,** ,** 
,,,
47541,"36,590",620,"37,046"
47541,2246,200,2246
47541,5584,150,5655
47541,6264,100,6317
47541,7188,80,7250
47541,15308,90,15578
47541,** ,** ,** 
,,,
47542,"264,639","4,850","268,229"
47542,18004,1660,18155
47542,49151,1360,49539
47542,43362,690,43788
47542,43125,500,43661
47542,68795,530,69821
47542,42202,110,43265
,,,
47546,"814,244","11,140","825,851"
47546,39107,3650,39739
47546,103877,2850,105050
47546,98120,1590,99392
47546,99153,1150,100510
47546,189155,1430,191762
47546,284832,470,289398
,,,
47550,"21,635",380,"21,851"
47550,1231,130,1255
47550,3015,80,3060
47550,3840,60,3840
47550,4227,50,4293
47550,9322,60,9403
47550,** ,** ,** 
,,,
47551,"16,107",280,"16,162"
47551,781,80,799
47551,2035,60,2035
47551,2962,50,2962
47551,3247,40,3284
47551,7082,50,7082
47551,** ,** ,** 
,,,
47553,"208,709","4,000","212,373"
47553,14845,1320,15108
47553,40468,1090,41221
47553,40685,660,41292
47553,36244,420,36789
47553,58963,460,59882
47553,17504,50,18081
,,,
47557,"36,215",640,"36,640"
47557,2438,220,2438
47557,4852,130,4957
47557,6933,110,7034
47557,6797,80,6875
47557,15195,100,15336
47557,** ,** ,** 
,,,
47558,"107,364","1,990","111,725"
47558,7389,630,7744
47558,21399,580,22119
47558,20522,340,21174
47558,18057,210,18613
47558,23622,190,24406
47558,16375,40,17669
,,,
47561,"33,957",650,"34,760"
47561,2615,220,2648
47561,5920,160,5980
47561,6587,110,6689
47561,6840,80,7156
47561,11995,80,12287
47561,** ,** ,** 
,,,
47562,"135,656","2,010","140,867"
47562,7669,640,7895
47562,19907,540,20427
47562,22152,370,22662
47562,16595,190,16970
47562,29233,230,30199
47562,40100,40,42714
,,,
47564,"33,654",630,"34,002"
47564,2366,190,2392
47564,6390,170,6464
47564,6159,100,6233
47564,6890,80,6974
47564,11849,90,11939
47564,** ,** ,** 
,,,
47567,"132,046","2,650","133,190"
47567,11133,970,11239
47567,23232,640,23422
47567,23639,390,23879
47567,25943,300,26106
47567,42244,330,42689
47567,5855,20,5855
,,,
47568,"17,381",370,"17,722"
47568,1586,130,1615
47568,3276,90,3335
47568,4212,70,4268
47568,3079,40,3276
47568,5228,40,5228
47568,** ,** ,** 
,,,
47575,"30,438",580,"30,775"
47575,1701,170,1746
47575,5313,150,5373
47575,5957,100,5978
47575,6830,80,6937
47575,10637,80,10741
47575,** ,** ,** 
,,,
47576,"8,104",170,"8,162"
47576,703,60,703
47576,1529,40,1587
47576,1918,30,1918
47576,3954,40,3954
47576,** ,** ,** 
47576,0,0,0
,,,
47577,"22,974",490,"23,390"
47577,2066,190,2097
47577,4728,130,4851
47577,4485,70,4594
47577,4487,50,4487
47577,7208,50,7361
47577,** ,** ,** 
,,,
47578,"17,080",340,"17,279"
47578,1264,110,1323
47578,2769,80,2769
47578,3767,60,3818
47578,4660,50,4749
47578,4620,40,4620
47578,** ,** ,** 
,,,
47579,"147,850","1,380","149,098"
47579,3798,420,3877
47579,8817,240,8905
47579,11686,190,11792
47579,16359,190,16543
47579,37328,290,37709
47579,69862,50,70272
,,,
47580,"8,503",140,"8,583"
47580,501,40,529
47580,1493,40,1493
47580,1505,20,1505
47580,5004,40,5056
47580,** ,** ,** 
47580,** ,** ,** 
,,,
47581,"71,733","1,580","72,411"
47581,6996,600,7072
47581,15477,430,15658
47581,15408,250,15532
47581,13423,150,13580
47581,20429,150,20569
47581,** ,** ,** 
,,,
47585,"10,880",220,"10,911"
47585,674,60,674
47585,1711,50,1711
47585,2820,50,2851
47585,2283,30,2283
47585,3392,30,3392
47585,** ,** ,** 
,,,
47586,"256,395","5,330","259,127"
47586,23865,2060,24155
47586,49097,1360,49541
47586,51425,830,51812
47586,46739,540,47076
47586,60997,480,61590
47586,24272,60,24953
,,,
47588,"13,596",310,"13,659"
47588,1241,110,1271
47588,2924,80,2924
47588,3587,60,3620
47588,2283,30,2283
47588,3561,30,3561
47588,** ,** ,** 
,,,
47590,"19,946",340,"20,210"
47590,1274,110,1317
47590,2734,80,2734
47590,3362,50,3415
47590,3563,40,3563
47590,9013,60,9181
47590,** ,** ,** 
,,,
47591,"586,693","11,210","594,786"
47591,52911,4630,53530
47591,98531,2710,99641
47591,90563,1460,91574
47591,86134,1000,86993
47591,149005,1140,151172
47591,109549,270,111876
,,,
47597,"26,504",470,"26,776"
47597,1830,150,1830
47597,4404,120,4470
47597,5238,80,5271
47597,4000,50,4000
47597,11032,70,11205
47597,** ,** ,** 
,,,
47598,"72,969","1,520","73,353"
47598,6250,540,6290
47598,14676,400,14756
47598,14069,230,14149
47598,14623,170,14722
47598,23351,180,23436
47598,** ,** ,** 
,,,
47601,"372,501","6,520","376,844"
47601,27092,2310,27355
47601,56255,1550,56782
47601,59759,970,60423
47601,61304,710,61733
47601,109937,840,111044
47601,58154,140,59507
,,,
47610,"135,687","2,600","137,457"
47610,11629,980,11758
47610,25132,690,25312
47610,24579,400,24773
47610,21519,250,21724
47610,30254,230,30692
47610,22574,50,23198
,,,
47611,"26,657",540,"26,940"
47611,2389,200,2389
47611,4896,130,4969
47611,5138,80,5199
47611,5351,60,5351
47611,8883,70,9032
47611,** ,** ,** 
,,,
47612,"22,992",420,"23,216"
47612,1852,150,1894
47612,3719,100,3719
47612,4275,70,4305
47612,3548,40,3548
47612,9598,60,9750
47612,** ,** ,** 
,,,
47613,"82,522","1,260","83,590"
47613,4133,370,4169
47613,9489,260,9561
47613,10466,170,10553
47613,16543,190,16694
47613,29107,230,29829
47613,12784,40,12784
,,,
47615,"34,373",740,"34,641"
47615,3351,280,3380
47615,7149,200,7190
47615,6620,110,6697
47615,7684,90,7805
47615,9569,60,9569
47615,** ,** ,** 
,,,
47616,"5,808",120,"5,837"
47616,424,40,453
47616,2186,50,2186
47616,** ,** ,** 
47616,3198,30,3198
47616,** ,** ,** 
47616,** ,** ,** 
,,,
47619,"45,856",780,"46,239"
47619,2943,250,2943
47619,7072,190,7140
47619,8348,130,8453
47619,7223,80,7317
47619,20270,130,20386
47619,** ,** ,** 
,,,
47620,"392,385","6,160","396,614"
47620,22936,2020,23259
47620,48200,1310,48761
47620,56543,920,57003
47620,59279,680,59751
47620,136987,1040,138331
47620,68440,190,69509
,,,
47630,"1,630,416","17,570","1,654,476"
47630,55959,5200,56654
47630,118445,3250,120073
47630,152064,2450,154285
47630,180082,2080,181977
47630,435918,3250,440855
47630,687948,1340,700632
,,,
47631,"59,838",930,"60,544"
47631,3612,300,3661
47631,7856,210,7920
47631,9369,150,9495
47631,8647,100,8700
47631,18753,140,19167
47631,11601,30,11601
,,,
47633,"80,169","1,230","81,500"
47633,4634,400,4756
47633,10337,280,10438
47633,12452,200,12604
47633,13436,150,13621
47633,21156,170,21460
47633,18154,30,18621
,,,
47634,"54,115","1,000","54,669"
47634,4216,340,4280
47634,9286,250,9341
47634,11225,180,11347
47634,8946,100,8977
47634,20442,130,20724
47634,** ,** ,** 
,,,
47635,"131,508","2,490","133,000"
47635,10208,920,10343
47635,21004,580,21188
47635,22767,370,23045
47635,21786,250,21955
47635,43933,340,44659
47635,11810,30,11810
,,,
47637,"33,226",700,"33,385"
47637,2915,280,2952
47637,4926,140,4926
47637,6527,100,6587
47637,7768,90,7802
47637,11090,90,11118
47637,** ,** ,** 
,,,
47638,"113,801","1,680","115,649"
47638,5235,460,5332
47638,11984,320,12113
47638,16977,270,17245
47638,21731,250,21959
47638,43153,330,43661
47638,14721,50,15339
,,,
47639,"172,749","2,290","175,933"
47639,6768,680,6868
47639,13384,360,13635
47639,20711,330,21004
47639,26346,300,26707
47639,67999,510,68895
47639,37541,110,38824
,,,
47640,"22,792",450,"23,017"
47640,1974,170,2009
47640,3879,100,3879
47640,4011,70,4046
47640,3768,40,3768
47640,9160,70,9315
47640,** ,** ,** 
,,,
47648,"121,752","2,130","123,278"
47648,6912,660,7015
47648,18142,480,18318
47648,22686,360,22873
47648,25105,290,25309
47648,39601,310,40457
47648,9306,30,9306
,,,
47649,"34,890",650,"35,041"
47649,2634,220,2654
47649,6065,160,6065
47649,5912,100,5968
47649,6353,70,6353
47649,13926,100,14001
47649,** ,** ,** 
,,,
47660,"103,175","2,160","104,044"
47660,8989,820,9090
47660,19779,530,19975
47660,22528,370,22707
47660,20259,230,20410
47660,24741,190,24983
47660,6879,20,6879
,,,
47665,"99,342","1,710","100,164"
47665,6656,580,6724
47665,13522,360,13664
47665,17473,280,17651
47665,19843,230,19941
47665,30049,230,30385
47665,11799,30,11799
,,,
47666,"32,848",730,"33,182"
47666,3374,300,3504
47666,6085,170,6085
47666,6404,110,6498
47666,6547,80,6547
47666,10438,70,10548
47666,** ,** ,** 
,,,
47670,"283,051","5,830","285,791"
47670,27106,2340,27380
47670,51437,1410,51848
47670,53546,870,53904
47670,48489,560,48873
47670,74047,570,74915
47670,28426,80,28871
,,,
47708,"32,214",310,"32,518"
47708,1052,90,1052
47708,3089,80,3184
47708,2183,40,2183
47708,2717,30,2717
47708,3528,30,3737
47708,19645,40,19645
,,,
47710,"338,514","8,130","341,358"
47710,45733,3750,46119
47710,79830,2250,80307
47710,60820,1000,61208
47710,49300,570,49593
47710,59093,460,59662
47710,43738,100,44469
,,,
47711,"774,517","15,220","782,807"
47711,70696,5860,71399
47711,137178,3790,138279
47711,137476,2230,138758
47711,127831,1480,128908
47711,203692,1570,205575
47711,97644,290,99888
,,,
47712,"622,950","11,120","630,597"
47712,48797,4080,49283
47712,98233,2690,99281
47712,101224,1650,102041
47712,95132,1100,95910
47712,177896,1370,179805
47712,101668,230,104277
,,,
47713,"129,309","4,210","130,665"
47713,30909,2470,31242
47713,38883,1110,39143
47713,19997,330,20166
47713,11486,140,11594
47713,15830,120,16316
47713,12204,40,12204
,,,
47714,"660,207","15,230","668,612"
47714,86913,6990,87738
47714,156694,4370,157922
47714,117647,1940,118432
47714,83460,980,84101
47714,94808,740,95629
47714,120685,210,124790
,,,
47715,"824,689","14,350","836,488"
47715,67708,5500,68495
47715,139426,3840,140856
47715,127192,2070,128448
47715,104297,1210,105226
47715,172445,1310,174645
47715,213621,420,218818
,,,
47720,"594,879","8,330","603,873"
47720,32658,2870,33081
47720,63564,1720,64329
47720,73966,1190,74952
47720,85918,990,86817
47720,159514,1230,161567
47720,179259,330,183127
,,,
47725,"874,090","8,910","888,198"
47725,22107,2140,22539
47725,52500,1400,53328
47725,85696,1370,86907
47725,115200,1320,116294
47725,265282,1980,267708
47725,333305,700,341422
,,,
47802,"819,990","14,710","832,095"
47802,72373,6130,73147
47802,123615,3460,124808
47802,115973,1880,117102
47802,104480,1210,105557
47802,201744,1530,204524
47802,201805,500,206957
,,,
47803,"567,956","9,860","574,864"
47803,42157,3600,42731
47803,85370,2350,86272
47803,92573,1500,93402
47803,82575,960,83346
47803,154360,1160,155923
47803,110921,290,113190
,,,
47804,"154,264","4,500","155,247"
47804,27609,2320,27790
47804,44663,1250,44891
47804,29513,480,29683
47804,20761,240,20871
47804,23964,190,24258
47804,7754,20,7754
,,,
47805,"334,616","6,230","337,594"
47805,26684,2270,26962
47805,53335,1470,53763
47805,61386,990,61753
47805,58220,670,58595
47805,93135,730,93971
47805,41856,100,42550
,,,
47807,"105,876","4,000","107,543"
47807,31926,2740,32204
47807,30315,870,30482
47807,13547,220,13674
47807,7914,90,7962
47807,22174,80,23221
47807,** ,** ,** 
,,,
47832,"21,700",450,"21,996"
47832,1673,150,1706
47832,4313,120,4416
47832,5299,90,5375
47832,3319,40,3403
47832,7096,50,7096
47832,** ,** ,** 
,,,
47833,"21,499",500,"21,699"
47833,2484,210,2535
47833,4079,110,4079
47833,5731,90,5784
47833,3349,40,3445
47833,5856,50,5856
47833,** ,** ,** 
,,,
47834,"419,512","8,650","424,333"
47834,38598,3300,39046
47834,81661,2240,82276
47834,84771,1380,85595
47834,71366,830,71894
47834,101044,780,102285
47834,42072,120,43237
,,,
47837,"23,052",510,"23,216"
47837,2354,190,2354
47837,4601,130,4690
47837,5809,90,5852
47837,4231,50,4231
47837,6057,50,6089
47837,** ,** ,** 
,,,
47838,"43,248",970,"43,737"
47838,5536,440,5573
47838,7881,220,8008
47838,6692,110,6734
47838,7768,90,7868
47838,15371,110,15554
47838,** ,** ,** 
,,,
47840,"39,683",700,"40,375"
47840,2531,210,2558
47840,6572,180,6659
47840,7134,120,7221
47840,6840,80,6935
47840,16606,110,17002
47840,** ,** ,** 
,,,
47841,"44,020",950,"44,702"
47841,4053,370,4115
47841,9027,250,9216
47841,7903,130,8014
47841,7436,90,7538
47841,15601,110,15819
47841,** ,** ,** 
,,,
47842,"207,587","4,340","209,393"
47842,19854,1680,20037
47842,41224,1150,41467
47842,39899,650,40201
47842,35984,420,36172
47842,48723,380,49173
47842,21903,60,22343
,,,
47846,"16,864",330,"17,080"
47846,1259,110,1323
47846,2375,70,2375
47846,3380,60,3439
47846,3039,40,3039
47846,6811,50,6904
47846,** ,** ,** 
,,,
47847,"23,430",480,"23,785"
47847,2068,170,2068
47847,4503,130,4657
47847,3983,70,3983
47847,5183,60,5384
47847,7693,50,7693
47847,** ,** ,** 
,,,
47848,"33,792",730,"34,003"
47848,3484,290,3509
47848,7002,190,7069
47848,5463,90,5463
47848,6554,80,6594
47848,11289,80,11368
47848,** ,** ,** 
,,,
47849,"11,413",210,"11,487"
47849,742,60,782
47849,2267,60,2267
47849,1826,30,1826
47849,2244,30,2278
47849,4334,30,4334
47849,** ,** ,** 
,,,
47850,"52,790","1,100","53,509"
47850,4494,400,4568
47850,9784,270,9924
47850,10908,180,11035
47850,11187,130,11278
47850,16417,120,16704
47850,** ,** ,** 
,,,
47854,"19,469",350,"19,650"
47854,1161,110,1186
47854,2858,80,2858
47854,3267,50,3320
47854,4165,50,4165
47854,8018,60,8121
47854,** ,** ,** 
,,,
47858,"16,042",310,"16,184"
47858,1132,100,1132
47858,2848,80,2873
47858,2941,50,2941
47858,2759,30,2876
47858,6362,50,6362
47858,** ,** ,** 
,,,
47859,"22,064",450,"22,482"
47859,2038,180,2142
47859,4492,120,4584
47859,4178,70,4254
47859,3725,40,3871
47859,7631,40,7631
47859,** ,** ,** 
,,,
47861,"13,351",250,"13,388"
47861,1155,100,1155
47861,2294,60,2294
47861,1554,20,1591
47861,2811,30,2811
47861,5537,40,5537
47861,** ,** ,** 
,,,
47862,"30,014",710,"30,348"
47862,3500,300,3525
47862,6784,190,6821
47862,5920,100,6004
47862,4465,50,4465
47862,9345,70,9533
47862,** ,** ,** 
,,,
47866,"8,465",190,"8,531"
47866,857,70,857
47866,1920,50,1986
47866,1732,30,1732
47866,3956,40,3956
47866,** ,** ,** 
47866,** ,** ,** 
,,,
47868,"55,187","1,200","55,576"
47868,5873,490,5930
47868,11429,310,11501
47868,10174,170,10216
47868,8126,100,8149
47868,19585,130,19780
47868,** ,** ,** 
,,,
47872,"159,585","3,240","162,041"
47872,14950,1310,15218
47872,28259,780,28578
47872,29545,480,29933
47872,24271,280,24517
47872,43105,330,43692
47872,19455,60,20103
,,,
47874,"73,123","1,550","73,945"
47874,6818,600,6898
47874,13588,370,13678
47874,16072,260,16229
47874,12809,150,12934
47874,23836,170,24206
47874,** ,** ,** 
,,,
47879,"57,544","1,320","58,021"
47879,6644,540,6736
47879,13098,360,13185
47879,11413,180,11516
47879,11394,130,11484
47879,14995,110,15100
47879,** ,** ,** 
,,,
47882,"203,597","3,880","205,407"
47882,17557,1540,17737
47882,32237,880,32548
47882,33063,540,33365
47882,34036,390,34265
47882,59146,460,59608
47882,27558,70,27884
,,,
47885,"194,080","4,070","195,550"
47885,19187,1640,19335
47885,36799,1010,37006
47885,35130,570,35366
47885,34101,400,34299
47885,51563,400,52081
47885,17300,50,17463
,,,
47901,"78,733","1,760","80,203"
47901,11839,860,12031
47901,18419,520,18669
47901,8827,150,9013
47901,6214,70,6310
47901,14427,110,14613
47901,19007,50,19567
,,,
47904,"257,931","7,410","260,500"
47904,47120,3560,47584
47904,85778,2410,86497
47904,48346,800,48845
47904,29209,340,29442
47904,32504,250,32828
47904,14974,50,15304
,,,
47905,"1,249,956","19,940","1,266,926"
47905,88368,7140,89443
47905,186253,5110,188134
47905,173379,2810,175049
47905,164109,1890,165712
47905,308761,2340,312161
47905,329086,650,336427
,,,
47906,"1,921,512","21,140","1,945,596"
47906,86988,7750,88659
47906,142383,3940,144319
47906,146144,2360,148084
47906,169161,1940,171460
47906,494834,3600,500375
47906,882002,1550,892699
,,,
47909,"1,101,113","20,010","1,111,972"
47909,82992,6840,84024
47909,193138,5290,194824
47909,193917,3150,195909
47909,177035,2050,178528
47909,298247,2300,300543
47909,155784,380,158144
,,,
47917,"6,897",160,"7,043"
47917,781,70,830
47917,1825,50,1825
47917,1462,20,1559
47917,2829,20,2829
47917,** ,** ,** 
47917,** ,** ,** 
,,,
47918,"137,011","2,810","138,657"
47918,11955,1080,12138
47918,25710,710,25917
47918,25938,420,26094
47918,25648,300,25906
47918,34733,270,35575
47918,13027,30,13027
,,,
47920,"90,145","1,320","91,313"
47920,4506,410,4545
47920,10525,280,10638
47920,11722,190,11855
47920,12874,150,13005
47920,31659,240,32411
47920,18859,50,18859
,,,
47921,"21,248",490,"21,477"
47921,2156,190,2172
47921,5012,140,5107
47921,4802,80,4802
47921,3372,40,3490
